Node ID,acct,"Centrality, In-Degree","Centrality, Out-Degree","Centrality, Total-Degree","Centrality, Total-Degree_normalized",Component ID,"Density, Clustering Coefficient",discipline,field,server
109300443614380940,eugeneteo@infosec.exchange,2,3,5,3.3174097E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109286951551827730,ret2bed@infosec.exchange,3,0,3,1.9904459E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109302004512485471,albinowax@infosec.exchange,9,0,9,5.9713377E-4,0,0.22222222,Information security,Physical Sciences and Mathematics,infosec.exchange
108205317419918718,datenkeller@chaos.social,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,chaos.social
109305250759566644,laluka@infosec.exchange,2,1,3,1.9904459E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109295096908025203,joshlemon@infosec.exchange,2,3,5,3.3174097E-4,0,0.55,Information security,Physical Sciences and Mathematics,infosec.exchange
109266132542409031,4n6matt@infosec.exchange,2,1,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109264004610923692,sailingbikeruk@infosec.exchange,2,1,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109284863490577433,hal_pomeranz@infosec.exchange,4,1,5,3.3174097E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109268403646846869,swissky@infosec.exchange,2,2,4,2.653928E-4,0,0.75,Information security,Physical Sciences and Mathematics,infosec.exchange
109299634165348644,hugsy@infosec.exchange,2,1,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109301611789395337,DanielRThomas@social.coop,4,6,10,6.6348194E-4,0,0.52380955,Information security,Physical Sciences and Mathematics,social.coop
109302405310828101,willc@infosec.exchange,2,4,6,3.9808918E-4,0,0.4,Information security,Physical Sciences and Mathematics,infosec.exchange
108195238290045150,Janterpstra,0,1,1,6.63482E-5,0,0,Information security,Physical Sciences and Mathematics,mastodon.social
109285649988756380,riskymanag3ment@infosec.exchange,2,1,3,1.9904459E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109271846651510729,jayb@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109302156422949313,voidsec@infosec.exchange,2,2,4,2.653928E-4,0,0.5,Information security,Physical Sciences and Mathematics,infosec.exchange
109297059430176841,pumba@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109287758035634220,b00010111@ioc.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,ioc.exchange
109305250886031548,cyanpencil@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109305190582226053,anton612@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109309152187474059,shellster@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109310130110678118,zixxorb@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109292159185661048,keirsnelling@infosec.exchange,2,1,3,1.9904459E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109323919952625722,mahaloz@infosec.exchange,3,0,3,1.9904459E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109304559257824149,theparmak@infosec.exchange,2,2,4,2.653928E-4,0,0.5833333,Information security,Physical Sciences and Mathematics,infosec.exchange
109316451899893143,cnotin@infosec.exchange,3,2,5,3.3174097E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109306954501285437,dross@oldbytes.space,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,oldbytes.space
109305322057058233,saligrama@mas.to,2,2,4,2.653928E-4,0,0.5833333,Information security,Physical Sciences and Mathematics,mas.to
109324272924484948,CyberRaiju@infosec.exchange,3,1,4,2.653928E-4,0,0.8333333,Information security,Physical Sciences and Mathematics,infosec.exchange
109292853164827479,ric@infosec.exchange,2,3,5,3.3174097E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109334957821840968,Ciro_Villa@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109300294239141747,Rajiv@infosec.exchange,2,2,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109338522522911608,ReckedExe@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109325313824608778,pentesterland@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109269212191715288,dafthack@infosec.exchange,3,0,3,1.9904459E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109303671920783249,197naveen@infosec.exchange,2,2,4,2.653928E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109353579110011071,HeikeRitter@infosec.exchange,3,0,3,1.9904459E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,infosec.exchange
109314289694179590,xnorkl@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109373000302220804,kschoenefeld@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109272253939224137,checkymander@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109286154855450857,jtk@infosec.exchange,4,7,11,7.298301E-4,0,0.5416667,Information security,Physical Sciences and Mathematics,infosec.exchange
109297437013245068,thefluffy007@infosec.exchange,1,0,1,6.63482E-5,0,0,Information security,Physical Sciences and Mathematics,infosec.exchange
109304334340067687,phdcybersec@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109271755827539435,lucasgonze@indieweb.social,4,5,9,5.9713377E-4,0,0.23333333,Information security,Physical Sciences and Mathematics,indieweb.social
109324533189041272,VishnyaSweet@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109305251144493346,__mielczarek@mastodon.online,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,mastodon.online
109297663490905998,sumgr0@infosec.exchange,2,0,2,1.326964E-4,0,1,Information security,Physical Sciences and Mathematics,infosec.exchange
109284915892869249,cybersoldier@infosec.exchange,2,2,4,2.653928E-4,0,0.6666667,Information security,Physical Sciences and Mathematics,infosec.exchange
109300464033951262,bluecat@ioc.exchange,3,1,4,2.653928E-4,0,0.33333334,Information security,Physical Sciences and Mathematics,ioc.exchange
109326514297692245,_jake@ioc.exchange,0,2,2,1.326964E-4,6,1,Information security,Physical Sciences and Mathematics,ioc.exchange
109298286200009423,sandrasaluti@infosec.exchange,1,1,2,1.326964E-4,7,0,Information security,Physical Sciences and Mathematics,infosec.exchange
109246151693054977,jaylagorio@infosec.exchange,1,0,1,6.63482E-5,8,0,Information security,Physical Sciences and Mathematics,infosec.exchange
27456,davidstalane,0,0,0,0,9,0,Information security,Physical Sciences and Mathematics,mastodon.social
109281049424256728,rossk@hachyderm.io,0,0,0,0,10,0,Information security,Physical Sciences and Mathematics,hachyderm.io
109282960286079218,eckes@chaos.social,0,0,0,0,11,0,Information security,Physical Sciences and Mathematics,chaos.social
